alias,category,unit_type,role,ref_field,variant_count,variants,nations,service_from,service_to,loadouts,displacement_t,length_m,beam_m,max_speed_kt,telegraph_kt,armor
wp_pt_wisla,vessels,Vessel,FAC,VariantReference,9,"Default,Variant1-8",Poland,1965,1965,,128,24.76,7.79,49.3,,None
wp_ptg_komar,vessels,Vessel,ASuW,VariantReference,10,"Default,Variant1-9",Soviet,1952,1952,,81,38.6,7.6,38,,None
wp_ptg_osa1,vessels,Vessel,ASuW,VariantReference,145,"Default,Variant1-144",Soviet|India|Iraq|Poland|DDR|Egypt|Syria,1960,1960,,209,38.6,7.6,38.5,,None
wp_ptg_osa2,vessels,Vessel,ASuW,VariantReference,52,"Default,Variant1-51",Soviet|Iraq|Libya|Algeria|Vietnam,1965,1981,"Default,Late",235,38.6,7.6,42,,None
wp_ptg_tarantul,vessels,Vessel,ASuW,VariantReference,14,"Default,Variant1-13",Soviet,1979,1979,,469,56.1,10.2,41,,None
wp_ptg_tarantul_re,vessels,Vessel,ASuW,VariantReference,14,"Default,Variant1-13",Soviet|Vietnam,1977,1977,,455,56.1,10.2,41,,None
wp_rkr_kirov,vessels,Vessel,"ASuW_VLR,AAW",VariantReference,2,"Default,Variant1",Soviet,1980,1980,,25860,250,28.5,32.0,,Minor
wp_rkr_kresta1,vessels,Vessel,"ASuW_VLR,AAW",VariantReference,5,"Default,Variant1-4",Soviet,1967,1969,"Default,Early",7170,156.2,16.8,34.0,,None
wp_rkr_kynda,vessels,Vessel,"ASuW_VLR,AAW",VariantReference,5,"Default,Variant1-4",Soviet,1962,1965,,5500,142.7,16,34.0,,None
wp_rkr_slava,vessels,Vessel,"ASuW_VLR,AAW",VariantReference,4,"Default,Variant1-3",Soviet,1982,1989,,11490,186,20.8,32.0,,Minor
wp_skr_krivak1,vessels,Vessel,ASW,VariantReference,18,"Default,Variant1-17",Soviet,1970,1981,,3190,123,14.2,32.0,,None
wp_skr_krivak2,vessels,Vessel,ASW,VariantReference,12,"Default,Variant1-11",Soviet,1975,1981,,3305,123,14.2,32.0,,None
wp_skr_petya2,vessels,Vessel,ASW,VariantReference,24,"Default,Variant1-23",Soviet,1964,1964,,1110,82.3,9.2,29.0,,None
wp_skr_petya3,vessels,Vessel,ASW,VariantReference,16,"Default,Variant1-15",Soviet|Syria|India|Vietnam,1966,1966,,1140,82.3,9.2,29.0,,None
wp_ss_foxtrot,vessels,Submarine,SS,VariantReference,75,"Default,Variant1-74",Soviet|India|Libya|Cuba,1958,1984,"Default,Late",2475,91.3,7.4,16,"-5,0,3,5,10,13,16",None
wp_ss_kilo,vessels,Submarine,SS,VariantReference,20,"Default,Variant1-19",Soviet|Poland|Romania|Algeria|India,1980,1988,,3040,72.6,9.9,18.0,"-5,0,3,5,10,15,18",None
wp_ss_romeo,vessels,Submarine,SS,VariantReference,38,"Default,Variant1-37",Soviet|Bulgaria|Syria|Egypt,1959,1987,,1730,76.6,6.7,15,"-5,0,3,5,10,13,15",None
wp_ss_tango,vessels,Submarine,SS,VariantReference,19,"Default,Variant1-18",Soviet,1973,1982,,3600,90.2,8.6,16.0,"-5,0,3,5,10,13,16",None
wp_ssbn_delta3,vessels,Submarine,SSBN,VariantReference,15,"Default,Variant1-14",Soviet,1976,1982,,15950,155,11.7,24.0,"-5,0,5,10,15,20,24",None
wp_ssbn_yankee,vessels,Submarine,SSBN,VariantReference,35,"Default,Variant1-34",Soviet,1967,1967,,11900,132,11.7,27.0,"-5,0,5,10,15,20,27",None
wp_ssgn_charlie1,vessels,Submarine,"SSGN,SSN",VariantReference,11,"Default,Variant1-10",Soviet,1967,1972,,4980,95.6,9.9,26.0,"-5,0,5,10,15,20,26",None
wp_ssgn_charlie2,vessels,Submarine,"SSGN,SSN",VariantReference,7,"Default,Variant1-6",Soviet,1973,1980,"Default,Late",5500,104.9,9.9,24.0,"-5,0,5,10,15,20,24",None
wp_ssgn_echo2,vessels,Submarine,"SSGN,ASuW_VLR",VariantReference,30,"Default,Variant1-29",Soviet,1963,1968,"Default,Late",5760,115.4,9.3,22.0,"-5,0,5,10,15,18,22",None
wp_ssgn_oscar1,vessels,Submarine,"SSGN,ASuW_VLR",VariantReference,3,"Default,Variant1,Variant2",Soviet,1980,1983,,22500,144,18.2,32.0,"-5,0,5,10,15,20,32",None
wp_ssn_alfa,vessels,Submarine,SSN,VariantReference,8,"Default,Variant1-7",Soviet,1971,1981,,3180,81.4,10,41.0,"-7,0,5,10,15,20,41",None
wp_ssn_november,vessels,Submarine,SSN,VariantReference,14,"Default,Variant1-13",Soviet,1958,1964,,4750,107.4,7.9,30.0,"-5,0,5,10,15,20,30",None
wp_ssn_victor1,vessels,Submarine,SSN,VariantReference,16,"Default,Variant1-15",Soviet,1967,1974,,4700,93,10.6,33.5,"-5,0,5,10,15,20,33.5",None
wp_ssn_victor2,vessels,Submarine,SSN,VariantReference,8,"Default,Variant1-7",Soviet,1972,1978,"Default,Late",5500,102,10.8,32,"-5,0,5,10,15,20,32",None
wp_ssn_victor3,vessels,Submarine,SSN,VariantReference,23,"Default,Variant1-22",Soviet,1977,1985,,5900,106,10.8,31,"-5,0,5,10,15,20,31",None
wp_takr_kiev,vessels,Vessel,"CVS,ASuW_VLR",VariantReference,4,"Default,Variant1-3",Soviet,1975,1982,,41370,273,31,32.0,,None
wp_vt_boris_chilikin,vessels,Vessel,RAS,VariantReference,7,"Default,Variant1-6",Soviet,1970,1970,Oil,24460,162.3,21.4,16.0,,None
wp_vt_kazbek,vessels,Vessel,RAS,VariantReference,5,"Default,Variant1-4",Soviet,1955,1955,Oil,16250,145.5,19.2,14,,None
