alias,category,weapon_system,system_name,weapon_type,magazine,ammo_slot,ammo,count
usn_cv_forrestal_75,vessels,WeaponSystem1,MK25,Missile,WeaponMagazine_MK25_Stbd,Ammunition1,usn_rim-7,20
usn_cv_forrestal_75,vessels,WeaponSystem3+WeaponSystem4,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,40
usn_cv_kitty_hawk,vessels,WeaponSystem2,MK29,Missile,WeaponMagazine_MK29_Port,Ammunition1,usn_rim-7m,24
usn_cv_kitty_hawk,vessels,WeaponSystem1,MK29,Missile,WeaponMagazine_MK29_Stbd,Ammunition1,usn_rim-7m,24
usn_cv_kitty_hawk,vessels,WeaponSystem3+WeaponSystem4,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,40
usn_cvn_enterprise,vessels,WeaponSystem2,MK25,Missile,WeaponMagazine_MK25_Port,Ammunition1,usn_rim-7,20
usn_cvn_enterprise,vessels,WeaponSystem1,MK25,Missile,WeaponMagazine_MK25_Stbd,Ammunition1,usn_rim-7,20
usn_cvn_enterprise,vessels,WeaponSystem3+WeaponSystem4,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,40
usn_cvn_nimitz,vessels,WeaponSystem1,MK29,Missile,WeaponMagazine_SAM1,Ammunition1,usn_rim-7m,24
usn_cvn_nimitz,vessels,WeaponSystem2,MK29,Missile,WeaponMagazine_SAM2,Ammunition1,usn_rim-7m,24
usn_cvn_nimitz,vessels,WeaponSystem3,MK29,Missile,WeaponMagazine_SAM3,Ammunition1,usn_rim-7m,24
usn_cvn_nimitz,vessels,WeaponSystem4+WeaponSystem5+WeaponSystem6,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_cvn_nimitz,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_dd_gearing,vessels,WeaponSystem1,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,16
usn_dd_gearing,vessels,WeaponSystem4,MK28,Gun,WeaponMagazine_127mm_1,Ammunition1,usn_cal_5in38,450
usn_dd_gearing,vessels,WeaponSystem5,MK28,Gun,WeaponMagazine_127mm_2,Ammunition1,usn_cal_5in38,450
usn_dd_gearing,vessels,WeaponSystem2+WeaponSystem3,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk44_ship,12
usn_dd_gearing,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_dd_gearing_fram2,vessels,WeaponSystem3,MK28,Gun,WeaponMagazine_127mm_1,Ammunition1,usn_cal_5in38,450
usn_dd_gearing_fram2,vessels,WeaponSystem4,MK28,Gun,WeaponMagazine_127mm_2,Ammunition1,usn_cal_5in38,450
usn_dd_gearing_fram2,vessels,WeaponSystem5,MK28,Gun,WeaponMagazine_127mm_3,Ammunition1,usn_cal_5in38,450
usn_dd_gearing_fram2,vessels,WeaponSystem1+WeaponSystem2,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk44_ship,12
usn_dd_gearing_fram2,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_dd_gearing_fram2_mod,vessels,WeaponSystem3,MK33_Oslo,Gun,WeaponMagazine_76mm_1,Ammunition1,usn_cal_3in50,600
usn_dd_gearing_fram2_mod,vessels,WeaponSystem4,MK33_Oslo,Gun,WeaponMagazine_76mm_2,Ammunition1,usn_cal_3in50,600
usn_dd_gearing_fram2_mod,vessels,WeaponSystem5,Bofors_L60,Gun,WeaponMagazine_Bofors,Ammunition1,usn_cal_40mm,2400
usn_dd_gearing_fram2_mod,vessels,WeaponSystem1+WeaponSystem2,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,6
usn_dd_gearing_fram2_mod,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,6
usn_dd_spruance,vessels,WeaponSystem1,MK29,Missile,WeaponMagazine_SAM,Ammunition1,usn_rim-7m,24
usn_dd_spruance,vessels,WeaponSystem4,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,24
usn_dd_spruance,vessels,WeaponSystem7,MK45,Gun,WeaponMagazineMK45_1,Ammunition1,usn_cal_127mm,600
usn_dd_spruance,vessels,WeaponSystem8,MK45,Gun,WeaponMagazineMK45_2,Ammunition1,usn_cal_127mm,600
usn_dd_spruance,vessels,WeaponSystem5+WeaponSystem6,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_mod5_ship,16
usn_dd_spruance,vessels,WeaponSystem9+WeaponSystem10,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_dd_spruance,vessels,WeaponSystem11,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_dd_spruance_abl,vessels,WeaponSystem1,MK29,Missile,WeaponMagazine_SAM,Ammunition1,usn_rim-7m,24
usn_dd_spruance_abl,vessels,WeaponSystem4,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,24
usn_dd_spruance_abl,vessels,WeaponSystem7,MK45,Gun,WeaponMagazineMK45_1,Ammunition1,usn_cal_127mm,600
usn_dd_spruance_abl,vessels,WeaponSystem8,MK45,Gun,WeaponMagazineMK45_2,Ammunition1,usn_cal_127mm,600
usn_dd_spruance_abl,vessels,WeaponSystem5+WeaponSystem6,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_mod5_ship,16
usn_dd_spruance_abl,vessels,WeaponSystem9+WeaponSystem10,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_dd_spruance_abl,vessels,WeaponSystem11,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ddg_adams_early,vessels,WeaponSystem1,MK11,Missile,WeaponMagazineMK11,Ammunition1,usn_rim-66b,38
usn_ddg_adams_early,vessels,WeaponSystem1,MK11,Missile,WeaponMagazineMK11,Ammunition2,usn_rgm-84a,4
usn_ddg_adams_early,vessels,WeaponSystem2,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,16
usn_ddg_adams_early,vessels,WeaponSystem5,MK42,Gun,WeaponMagazineMK42_1,Ammunition1,usn_cal_127mm,600
usn_ddg_adams_early,vessels,WeaponSystem6,MK42,Gun,WeaponMagazineMK42_2,Ammunition1,usn_cal_127mm,600
usn_ddg_adams_early,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ddg_adams_early_68,vessels,WeaponSystem1,MK11,Missile,WeaponMagazineMK11,Ammunition1,usn_rim-24b,42
usn_ddg_adams_early_68,vessels,WeaponSystem2,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,16
usn_ddg_adams_early_68,vessels,WeaponSystem5,MK42,Gun,WeaponMagazineMK42_1,Ammunition1,usn_cal_127mm,600
usn_ddg_adams_early_68,vessels,WeaponSystem6,MK42,Gun,WeaponMagazineMK42_2,Ammunition1,usn_cal_127mm,600
usn_ddg_adams_early_68,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ddg_adams_late,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition1,usn_rim-66b,34
usn_ddg_adams_late,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition2,usn_rgm-84a,6
usn_ddg_adams_late,vessels,,,,WeaponMagazineMK13Late,Ammunition1,usn_rim-66e,34
usn_ddg_adams_late,vessels,,,,WeaponMagazineMK13Late,Ammunition2,usn_rgm-84c,6
usn_ddg_adams_late,vessels,WeaponSystem2,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,16
usn_ddg_adams_late,vessels,WeaponSystem5,MK42,Gun,WeaponMagazineMK42_1,Ammunition1,usn_cal_127mm,600
usn_ddg_adams_late,vessels,WeaponSystem6,MK42,Gun,WeaponMagazineMK42_2,Ammunition1,usn_cal_127mm,600
usn_ddg_adams_late,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ddg_adams_late_68,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition1,usn_rim-66a,40
usn_ddg_adams_late_68,vessels,WeaponSystem2,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,16
usn_ddg_adams_late_68,vessels,WeaponSystem5,MK42,Gun,WeaponMagazineMK42_1,Ammunition1,usn_cal_127mm,600
usn_ddg_adams_late_68,vessels,WeaponSystem6,MK42,Gun,WeaponMagazineMK42_2,Ammunition1,usn_cal_127mm,600
usn_ddg_adams_late_68,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ddg_coontz,vessels,WeaponSystem1,MK10,Missile,WeaponMagazineMK10,Ammunition1,usn_rim-67a,40
usn_ddg_coontz,vessels,,,,WeaponMagazineMK10Late,Ammunition1,usn_rim-67b,40
usn_ddg_coontz,vessels,WeaponSystem7,MK42,Gun,WeaponMagazineMK42_1,Ammunition1,usn_cal_127mm,600
usn_ddg_coontz,vessels,WeaponSystem8,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ddg_coontz_68,vessels,WeaponSystem1,MK10,Missile,WeaponMagazineMK10,Ammunition1,usn_rim-2f,40
usn_ddg_coontz_68,vessels,WeaponSystem5,MK42,Gun,WeaponMagazineMK42_1,Ammunition1,usn_cal_127mm,600
usn_ddg_coontz_68,vessels,WeaponSystem6+WeaponSystem7,MK33,Gun,WeaponMagazineMK33,Ammunition1,usn_cal_3in50,1200
usn_ddg_coontz_68,vessels,WeaponSystem8,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ddg_kidd,vessels,WeaponSystem1,MK26,Missile,WeaponMagazineMK26_1,Ammunition1,usn_rim-66b,24
usn_ddg_kidd,vessels,WeaponSystem2,MK26,Missile,WeaponMagazineMK26_2,Ammunition1,usn_rim-66b,28
usn_ddg_kidd,vessels,WeaponSystem2,MK26,Missile,WeaponMagazineMK26_2,Ammunition2,usn_rur-5,16
usn_ddg_kidd,vessels,,,,WeaponMagazineMK26Late_1,Ammunition1,usn_rim-66e,24
usn_ddg_kidd,vessels,,,,WeaponMagazineMK26Late_2,Ammunition1,usn_rim-66e,28
usn_ddg_kidd,vessels,,,,WeaponMagazineMK26Late_2,Ammunition2,usn_rur-5,16
usn_ddg_kidd,vessels,WeaponSystem5+WeaponSystem6,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_mod5_ship,16
usn_ddg_kidd,vessels,WeaponSystem7,MK45,Gun,WeaponMagazineMK45_1,Ammunition1,usn_cal_127mm,600
usn_ddg_kidd,vessels,WeaponSystem8,MK45,Gun,WeaponMagazineMK45_2,Ammunition1,usn_cal_127mm,600
usn_ddg_kidd,vessels,WeaponSystem9+WeaponSystem10,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_ddg_kidd,vessels,WeaponSystem11,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ddg_mahan,vessels,WeaponSystem1,MK10,Missile,WeaponMagazineMK10,Ammunition1,usn_rim-67c,40
usn_ddg_mahan,vessels,WeaponSystem7,MK42,Gun,WeaponMagazineMK42_1,Ammunition1,usn_cal_127mm,600
usn_ddg_mahan,vessels,WeaponSystem8,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ff_garcia,vessels,WeaponSystem4,MK30,Gun,WeaponMagazineMK30_1,Ammunition1,usn_cal_5in38,450
usn_ff_garcia,vessels,WeaponSystem5,MK30,Gun,WeaponMagazineMK30_2,Ammunition1,usn_cal_5in38,450
usn_ff_garcia,vessels,WeaponSystem2+WeaponSystem3,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,16
usn_ff_garcia,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ff_knox,vessels,WeaponSystem2,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,12
usn_ff_knox,vessels,WeaponSystem1,ASROC,Missile,WeaponMagazineHarpoon,Ammunition1,usn_rgm-84a,4
usn_ff_knox,vessels,,,,WeaponMagazineHarpoonLate,Ammunition1,usn_rgm-84c,4
usn_ff_knox,vessels,WeaponSystem3+WeaponSystem4,MK32_Mod9,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,22
usn_ff_knox,vessels,,,,WeaponMagazineTorpedoLate,Ammunition1,usn_mk46_mod5_ship,22
usn_ff_knox,vessels,WeaponSystem6,MK42,Gun,WeaponMagazineMK42,Ammunition1,usn_cal_127mm,600
usn_ff_knox,vessels,,,,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,8000
usn_ff_knox,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ff_knox_72,vessels,WeaponSystem1,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,18
usn_ff_knox_72,vessels,WeaponSystem2+WeaponSystem3,MK32_Mod9,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,22
usn_ff_knox_72,vessels,WeaponSystem5,MK42,Gun,WeaponMagazineMK42,Ammunition1,usn_cal_127mm,600
usn_ff_knox_72,vessels,,,,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,8000
usn_ff_knox_72,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ff_knox_84,vessels,WeaponSystem2,ASROC,Missile,WeaponMagazineASROC,Ammunition1,usn_rur-5,12
usn_ff_knox_84,vessels,WeaponSystem1,ASROC,Missile,WeaponMagazineHarpoon,Ammunition1,usn_rgm-84c,4
usn_ff_knox_84,vessels,WeaponSystem3+WeaponSystem4,MK32_Mod9,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_mod5_ship,22
usn_ff_knox_84,vessels,WeaponSystem6,MK42,Gun,WeaponMagazineMK42,Ammunition1,usn_cal_127mm,600
usn_ff_knox_84,vessels,WeaponSystem5,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,8000
usn_ff_knox_84,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ffg_brooke,vessels,WeaponSystem1,MK22,Missile,WeaponMagazineMK22,Ammunition1,usn_rim-66b,16
usn_ffg_brooke,vessels,WeaponSystem5,MK30,Gun,WeaponMagazineMK30_1,Ammunition1,usn_cal_5in38,450
usn_ffg_brooke,vessels,WeaponSystem3+WeaponSystem4,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_ship,16
usn_ffg_brooke,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ffg_oliver_hazard_perry,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition1,usn_rgm-84a,6
usn_ffg_oliver_hazard_perry,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition2,usn_rim-66b,34
usn_ffg_oliver_hazard_perry,vessels,,,,WeaponMagazineMK13Late,Ammunition1,usn_rgm-84c,6
usn_ffg_oliver_hazard_perry,vessels,,,,WeaponMagazineMK13Late,Ammunition2,usn_rim-66e,34
usn_ffg_oliver_hazard_perry,vessels,WeaponSystem4,MK75,Gun,WeaponMagazineMK75,Ammunition1,usn_cal_76mm,450
usn_ffg_oliver_hazard_perry,vessels,WeaponSystem2+WeaponSystem3,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_mod5_ship,16
usn_ffg_oliver_hazard_perry,vessels,WeaponSystem5,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_ffg_oliver_hazard_perry,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ffg_oliver_hazard_perry_longhull,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition1,usn_rgm-84c,6
usn_ffg_oliver_hazard_perry_longhull,vessels,WeaponSystem1,MK13,Missile,WeaponMagazineMK13,Ammunition2,usn_rim-66e,34
usn_ffg_oliver_hazard_perry_longhull,vessels,,,,WeaponMagazineMK13Late,Ammunition1,usn_rgm-84d,6
usn_ffg_oliver_hazard_perry_longhull,vessels,,,,WeaponMagazineMK13Late,Ammunition2,usn_rim-66e,34
usn_ffg_oliver_hazard_perry_longhull,vessels,,,,WeaponMagazineMK13Early,Ammunition1,usn_rgm-84a,6
usn_ffg_oliver_hazard_perry_longhull,vessels,,,,WeaponMagazineMK13Early,Ammunition2,usn_rim-66b,34
usn_ffg_oliver_hazard_perry_longhull,vessels,WeaponSystem4,MK75,Gun,WeaponMagazineMK75,Ammunition1,usn_cal_76mm,450
usn_ffg_oliver_hazard_perry_longhull,vessels,WeaponSystem2+WeaponSystem3,MK32,Torpedo,WeaponMagazineTorpedo,Ammunition1,usn_mk46_mod5_ship,16
usn_ffg_oliver_hazard_perry_longhull,vessels,WeaponSystem5,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_ffg_oliver_hazard_perry_longhull,vessels,WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_lha_tarawa,vessels,WeaponSystem1,MK25,Missile,WeaponMagazine_MK25_Fwd,Ammunition1,usn_rim-7,20
usn_lha_tarawa,vessels,WeaponSystem2,MK25,Missile,WeaponMagazine_MK25_Aft,Ammunition1,usn_rim-7,20
usn_lha_tarawa,vessels,WeaponSystem3+WeaponSystem4,MK45,Gun,WeaponMagazineMK45_1,Ammunition1,usn_cal_127mm,600
usn_lha_tarawa,vessels,WeaponSystem5,MK45,Gun,WeaponMagazineMK45_2,Ammunition1,usn_cal_127mm,300
usn_lha_tarawa,vessels,WeaponSystem6+WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,40
usn_lka_charleston,vessels,WeaponSystem1,MK33,Gun,WeaponMagazineMK33_1,Ammunition1,usn_cal_3in50,600
usn_lka_charleston,vessels,WeaponSystem2,MK33,Gun,WeaponMagazineMK33_2,Ammunition1,usn_cal_3in50,600
usn_lka_charleston,vessels,WeaponSystem3,MK33,Gun,WeaponMagazineMK33_3,Ammunition1,usn_cal_3in50,600
usn_lka_charleston,vessels,WeaponSystem4,MK33,Gun,WeaponMagazineMK33_4,Ammunition1,usn_cal_3in50,600
usn_lpd_austin,vessels,WeaponSystem1,MK33,Gun,WeaponMagazineMK33_1,Ammunition1,usn_cal_3in50,600
usn_lpd_austin,vessels,WeaponSystem2,MK33,Gun,WeaponMagazineMK33_2,Ammunition1,usn_cal_3in50,600
usn_lsm_lsm1,vessels,WeaponSystem1,Bofors_L/60_dual,Gun,WeaponMagazineBofors,Ammunition1,usn_cal_40mm,1200
usn_lst_newport,vessels,WeaponSystem1,MK33,Gun,WeaponMagazineMK33_1,Ammunition1,usn_cal_3in50,600
usn_lst_newport,vessels,WeaponSystem2,MK33,Gun,WeaponMagazineMK33_2,Ammunition1,usn_cal_3in50,600
usn_lst_newport,vessels,WeaponSystem3,MK15,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_20mm,20000
usn_msc_adjutant,vessels,WeaponSystem1,50BMG,CIWS,WeaponMagazineCIWS,Ammunition1,usn_cal_05in,2800
usn_mso_aggressive,vessels,WeaponSystem1,Bofors_L60,Gun,WeaponMagazineGun,Ammunition1,usn_cal_40mm,1200
usn_pb_pgm-39,vessels,WeaponSystem1,50BMG_dual,CIWS,WeaponMagazineGun_1,Ammunition1,usn_cal_05in,2400
usn_pb_pgm-39,vessels,WeaponSystem2,50BMG_dual,CIWS,WeaponMagazineGun_2,Ammunition1,usn_cal_05in,2400
usn_pb_pgm-39,vessels,WeaponSystem3,Bofors_L60,Gun,WeaponMagazine_Bofors,Ammunition1,usn_cal_40mm,1200
usn_pb_pgm-39,vessels,WeaponSystem4,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,4
usn_phm_pegasus,vessels,WeaponSystem3,MK75,Gun,WeaponMagazineMK75,Ammunition1,usn_cal_76mm,400
usn_ssbn_franklin,vessels,WeaponSystem5+WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ssbn_james_madison,vessels,WeaponSystem5+WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ssbn_lafayette,vessels,WeaponSystem5+WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ssn_los_angeles,vessels,WeaponSystem5+WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ssn_los_angeles_76,vessels,WeaponSystem5+WeaponSystem6,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ssn_permit,vessels,WeaponSystem5,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ssn_permit_68,vessels,WeaponSystem5,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ssn_skipjack,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ssn_skipjack_68,vessels,WeaponSystem7,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ssn_sturgeon,vessels,WeaponSystem5,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
usn_ssn_sturgeon_72,vessels,WeaponSystem5,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_agi_okean,vessels,,,,WeaponMagazine_SA-N-5,Ammunition1,wp_sa-n-5,12
wp_bdk_alligator,vessels,WeaponSystem1,ZIF-31,Gun,WeaponMagazine_ZIF31,Ammunition1,wp_cal_57mm,1100
wp_bdk_alligator,vessels,WeaponSystem2,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_bdk_ivan_rogov,vessels,WeaponSystem1,SA-N-4,Missile,WeaponMagazine_SA-N-4,Ammunition1,wp_sa-n-4,20
wp_bdk_ivan_rogov,vessels,WeaponSystem2+WeaponSystem3,SA-N-5,Missile,WeaponMagazine_SA-N-5,Ammunition1,wp_sa-n-5,20
wp_bdk_ivan_rogov,vessels,WeaponSystem4,Grad_A-215,RBU,WeaponMagazine_Grad,Ammunition1,wp_grad,160
wp_bdk_ivan_rogov,vessels,WeaponSystem5,AK726,Gun,WeaponMagazine_AK726_1,Ammunition1,wp_cal_76mm,700
wp_bdk_ivan_rogov,vessels,,,,WeaponMagazineCIWS,Ammunition1,wp_cal_30mm,20000
wp_bdk_ivan_rogov,vessels,WeaponSystem10,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_bdk_ropucha,vessels,WeaponSystem1,AK725,Gun,WeaponMagazine_AK725_1,Ammunition1,wp_cal_57mm,1100
wp_bdk_ropucha,vessels,WeaponSystem2,AK725,Gun,WeaponMagazine_AK725_2,Ammunition1,wp_cal_57mm,1100
wp_bdk_ropucha,vessels,,,,WeaponMagazine_ZIF31,Ammunition1,wp_cal_57mm,1100
wp_bdk_ropucha,vessels,WeaponSystem3,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_bpk_kanin,vessels,WeaponSystem1,SA-N-1,Missile,WeaponMagazine_SA-N-1_1,Ammunition1,wp_sa-n-1,32
wp_bpk_kanin,vessels,,,,WeaponMagazine_SA-N-1_1Late,Ammunition1,wp_sa-n-1c,32
wp_bpk_kanin,vessels,WeaponSystem2,RBU6000,RBU,WeaponMagazine_RBU6000_fw,Ammunition1,wp_rgb-60,96
wp_bpk_kanin,vessels,WeaponSystem3+WeaponSystem4,RBU6000,RBU,WeaponMagazine_RBU6000,Ammunition1,wp_rgb-60,120
wp_bpk_kanin,vessels,WeaponSystem7,ZIF-75,Gun,WeaponMagazine_ZIF-75_1,Ammunition1,wp_cal_57mm,3200
wp_bpk_kanin,vessels,WeaponSystem8,ZIF-75,Gun,WeaponMagazine_ZIF-75_2,Ammunition1,wp_cal_57mm,3200
wp_bpk_kanin,vessels,WeaponSystem13,CSA_Mk2_Noisemaker_Ejector,Noisemaker,NoisemakerMagazine,Ammunition1,usn_adc_mk1_noisemaker,20
wp_bpk_kara,vessels,WeaponSystem1,SA-N-3,Missile,WeaponMagazine_SA-N-3_1,Ammunition1,wp_sa-n-3,40
wp_bpk_kara,vessels,WeaponSystem2,SA-N-3,Missile,WeaponMagazine_SA-N-3_2,Ammunition1,wp_sa-n-3,40
wp_bpk_kara,vessels,WeaponSystem3,SA-N-4,Missile,WeaponMagazine_SA-N-4_1,Ammunition1,wp_sa-n-4,20
wp_bpk_kara,vessels,WeaponSystem4,SA-N-4,Missile,WeaponMagazine_SA-N-4_2,Ammunition1,wp_sa-n-4,20
wp_bpk_kara,vessels,WeaponSystem12,AK726,Gun,WeaponMagazine_AK726_1,Ammunition1,wp_cal_76mm,700
wp_bpk_kara,vessels,WeaponSystem13,AK726,Gun,WeaponMagazine_AK726_2,Ammunition1,wp_cal_76mm,700
wp_bpk_kara,vessels,WeaponSystem6,RBU6000,RBU,WeaponMagazine_RBU6000_Port,Ammunition1,wp_rgb-60,72
