alias,category,variant,nation,service_date,hullnumber
wp_pt_p6,vessels,Variant18,Soviet,,transparent
wp_pt_p6,vessels,Variant19,Soviet,,transparent
wp_pt_p6,vessels,Variant20,Soviet,,transparent
wp_pt_p6,vessels,Variant21,Soviet,,transparent
wp_pt_p6,vessels,Variant22,Soviet,,transparent
wp_pt_p6,vessels,Variant23,Soviet,,transparent
wp_pt_p6,vessels,Variant24,Soviet,,transparent
wp_pt_p6,vessels,Variant25,Soviet,,transparent
wp_pt_p6,vessels,Variant26,Soviet,,transparent
wp_pt_p6,vessels,Variant27,Soviet,,transparent
wp_pt_p6,vessels,Variant28,Soviet,,transparent
wp_pt_p6,vessels,Variant29,Soviet,,transparent
wp_pt_p6,vessels,Variant30,Soviet,,transparent
wp_pt_p6,vessels,Variant31,Soviet,,transparent
wp_pt_p6,vessels,Variant32,Soviet,,transparent
wp_pt_p6,vessels,Variant33,Soviet,,transparent
wp_pt_p6,vessels,Variant34,Soviet,,transparent
wp_pt_p6,vessels,Variant35,Soviet,,transparent
wp_pt_p6,vessels,Variant36,Soviet,,transparent
wp_pt_p6,vessels,Variant37,Soviet,,transparent
wp_pt_p6,vessels,Variant38,Soviet,,transparent
wp_pt_p6,vessels,Variant39,Soviet,,transparent
wp_pt_p6,vessels,Variant40,Soviet,,transparent
wp_pt_p6,vessels,Variant41,Soviet,,transparent
wp_pt_p6,vessels,Variant42,Soviet,,transparent
wp_pt_p6,vessels,Variant43,Soviet,,transparent
wp_pt_p6,vessels,Variant44,Soviet,,transparent
wp_pt_p6,vessels,Variant45,Soviet,,transparent
wp_pt_p6,vessels,Variant46,Soviet,,transparent
wp_pt_p6,vessels,Variant47,Soviet,,transparent
wp_pt_p6,vessels,Variant48,Soviet,,transparent
wp_pt_p6,vessels,Variant49,Soviet,,transparent
wp_pt_p6,vessels,Variant50,Soviet,,transparent
wp_pt_p6,vessels,Variant51,Soviet,,transparent
wp_pt_p6,vessels,Variant52,Soviet,,transparent
wp_pt_p6,vessels,Variant53,Soviet,,transparent
wp_pt_p6,vessels,Variant54,Soviet,,transparent
wp_pt_p6,vessels,Variant55,Soviet,,transparent
wp_pt_p6,vessels,Variant56,Soviet,,transparent
wp_pt_p6,vessels,Variant57,Soviet,,transparent
wp_pt_p6,vessels,Variant58,Soviet,,transparent
wp_pt_p6,vessels,Variant59,Soviet,,transparent
wp_pt_p6,vessels,Variant60,Soviet,,transparent
wp_pt_p6,vessels,Variant61,Soviet,,transparent
wp_pt_p6,vessels,Variant62,Soviet,,transparent
wp_pt_p6,vessels,Variant63,Soviet,,transparent
wp_pt_p6,vessels,Variant64,Soviet,,transparent
wp_pt_p6,vessels,Variant65,Soviet,,transparent
wp_pt_p6,vessels,Variant66,Soviet,,transparent
wp_pt_p6,vessels,Variant67,Soviet,,transparent
wp_pt_p6,vessels,Variant68,Soviet,,transparent
wp_pt_p6,vessels,Variant69,Soviet,,transparent
wp_pt_p6,vessels,Variant70,Soviet,,transparent
wp_pt_p6,vessels,Variant71,Soviet,,transparent
wp_pt_p6,vessels,Variant72,Iraq,,transparent
wp_pt_p6,vessels,Variant73,Iraq,,transparent
wp_pt_p6,vessels,Variant74,Iraq,,transparent
wp_pt_p6,vessels,Variant75,Iraq,,transparent
wp_pt_p6,vessels,Variant76,Iraq,,transparent
wp_pt_p6,vessels,Variant77,Iraq,,transparent
wp_pt_p6,vessels,Variant78,Iraq,,transparent
wp_pt_p6,vessels,Variant79,Iraq,,transparent
wp_pt_p6,vessels,Variant80,Iraq,,transparent
wp_pt_p6,vessels,Variant81,Iraq,,transparent
wp_pt_p6,vessels,Variant82,Iraq,,transparent
wp_pt_p6,vessels,Variant83,Iraq,,transparent
wp_pt_p6,vessels,Variant84,Poland,,transparent
wp_pt_p6,vessels,Variant85,Syria,,transparent
wp_pt_p6,vessels,Variant86,Vietnam,,transparent
wp_pt_p6,vessels,Variant87,DDR,,transparent
wp_pt_p6,vessels,Variant88,Egypt,,transparent
wp_pt_p6,vessels,Variant89,Cuba,,transparent
wp_pt_shershen,vessels,Default,Soviet,1960,transparent
wp_pt_shershen,vessels,Variant1,Soviet,,transparent
wp_pt_shershen,vessels,Variant2,Soviet,,transparent
wp_pt_shershen,vessels,Variant3,Soviet,,transparent
wp_pt_shershen,vessels,Variant4,Soviet,,transparent
wp_pt_shershen,vessels,Variant5,Soviet,,transparent
wp_pt_shershen,vessels,Variant6,Soviet,,transparent
wp_pt_shershen,vessels,Variant7,Soviet,,transparent
wp_pt_shershen,vessels,Variant8,Soviet,,transparent
wp_pt_shershen,vessels,Variant9,Soviet,,transparent
wp_pt_shershen,vessels,Variant10,Soviet,,transparent
wp_pt_shershen,vessels,Variant11,Soviet,,transparent
wp_pt_shershen,vessels,Variant12,Soviet,,transparent
wp_pt_shershen,vessels,Variant13,Soviet,,transparent
wp_pt_shershen,vessels,Variant14,Soviet,,transparent
wp_pt_shershen,vessels,Variant15,Soviet,,transparent
wp_pt_shershen,vessels,Variant16,Soviet,,transparent
wp_pt_shershen,vessels,Variant17,Soviet,,transparent
wp_pt_shershen,vessels,Variant18,Soviet,,transparent
wp_pt_shershen,vessels,Variant19,Soviet,,transparent
wp_pt_shershen,vessels,Variant20,Soviet,,transparent
wp_pt_shershen,vessels,Variant21,Soviet,,transparent
wp_pt_shershen,vessels,Variant22,Soviet,,transparent
wp_pt_shershen,vessels,Variant23,Soviet,,transparent
wp_pt_shershen,vessels,Variant24,Soviet,,transparent
wp_pt_shershen,vessels,Variant25,Soviet,,transparent
wp_pt_shershen,vessels,Variant26,Soviet,,transparent
wp_pt_shershen,vessels,Variant27,Soviet,,transparent
wp_pt_shershen,vessels,Variant28,Soviet,,transparent
wp_pt_shershen,vessels,Variant29,Soviet,,transparent
wp_pt_shershen,vessels,Variant30,Soviet,,transparent
wp_pt_shershen,vessels,Variant31,Soviet,,transparent
wp_pt_shershen,vessels,Variant32,Soviet,,transparent
wp_pt_shershen,vessels,Variant33,Soviet,,transparent
wp_pt_shershen,vessels,Variant34,Soviet,,transparent
wp_pt_shershen,vessels,Variant35,Soviet,,transparent
wp_pt_shershen,vessels,Variant36,Soviet,,transparent
wp_pt_shershen,vessels,Variant37,Soviet,,transparent
wp_pt_shershen,vessels,Variant38,Soviet,,transparent
wp_pt_shershen,vessels,Variant39,Soviet,,transparent
wp_pt_shershen,vessels,Variant40,Soviet,,transparent
wp_pt_shershen,vessels,Variant41,Soviet,,transparent
wp_pt_shershen,vessels,Variant42,Soviet,,transparent
wp_pt_shershen,vessels,Variant43,Soviet,,transparent
wp_pt_shershen,vessels,Variant44,Soviet,,transparent
wp_pt_shershen,vessels,Variant45,Soviet,,transparent
wp_pt_shershen,vessels,Variant46,Soviet,,transparent
wp_pt_shershen,vessels,Variant47,Soviet,,transparent
wp_pt_shershen,vessels,Variant48,Soviet,,transparent
wp_pt_shershen,vessels,Variant49,Soviet,,transparent
wp_pt_shershen,vessels,Variant50,Egypt,,transparent
wp_pt_shershen,vessels,Variant51,Egypt,,transparent
wp_pt_shershen,vessels,Variant52,Egypt,,transparent
wp_pt_shershen,vessels,Variant53,DDR,,transparent
wp_pt_shershen,vessels,Variant54,DDR,,transparent
wp_pt_shershen,vessels,Variant55,DDR,,transparent
wp_pt_shershen,vessels,Variant56,DDR,,transparent
wp_pt_shershen,vessels,Variant57,DDR,,transparent
wp_pt_shershen,vessels,Variant58,DDR,,transparent
wp_pt_shershen,vessels,Variant59,DDR,,transparent
wp_pt_shershen,vessels,Variant60,DDR,,transparent
wp_pt_shershen,vessels,Variant61,DDR,,transparent
wp_pt_shershen,vessels,Variant62,DDR,,transparent
wp_pt_shershen,vessels,Variant63,DDR,,transparent
wp_pt_shershen,vessels,Variant64,DDR,,transparent
wp_pt_shershen,vessels,Variant65,DDR,,transparent
wp_pt_shershen,vessels,Variant66,DDR,,transparent
wp_pt_shershen,vessels,Variant67,DDR,,transparent
wp_pt_shershen,vessels,Variant68,DDR,,transparent
wp_pt_shershen,vessels,Variant69,DDR,,transparent
wp_pt_shershen,vessels,Variant70,DDR,,transparent
wp_pt_shershen,vessels,Variant71,Vietnam,,transparent
wp_pt_shershen-e,vessels,Default,Egypt,1960,transparent
wp_pt_shershen-e,vessels,Variant1,Egypt,,transparent
wp_pt_shershen-e,vessels,Variant2,Egypt,,transparent
wp_pt_shershen-e,vessels,Variant3,Egypt,,transparent
wp_pt_shershen-e,vessels,Variant4,Egypt,,transparent
wp_pt_shershen-er,vessels,Default,Egypt,1960,transparent
wp_pt_shershen-er,vessels,Variant1,Egypt,,transparent
wp_pt_stenka,vessels,Default,Soviet,1967,transparent
wp_pt_stenka,vessels,Variant1,Soviet,,transparent
wp_pt_stenka,vessels,Variant2,Soviet,,transparent
wp_pt_stenka,vessels,Variant3,Soviet,,transparent
wp_pt_stenka,vessels,Variant4,Soviet,,transparent
wp_pt_stenka,vessels,Variant5,Soviet,,transparent
wp_pt_stenka,vessels,Variant6,Soviet,,transparent
wp_pt_stenka,vessels,Variant7,Soviet,,transparent
wp_pt_stenka,vessels,Variant8,Soviet,,transparent
wp_pt_stenka,vessels,Variant9,Soviet,,transparent
wp_pt_stenka,vessels,Variant10,Soviet,,transparent
wp_pt_stenka,vessels,Variant11,Soviet,,transparent
wp_pt_stenka,vessels,Variant12,Soviet,,transparent
wp_pt_stenka,vessels,Variant13,Soviet,,transparent
wp_pt_stenka,vessels,Variant14,Soviet,,transparent
wp_pt_stenka,vessels,Variant15,Soviet,,transparent
wp_pt_stenka,vessels,Variant16,Soviet,,transparent
wp_pt_stenka,vessels,Variant17,Soviet,,transparent
wp_pt_stenka,vessels,Variant18,Soviet,,transparent
wp_pt_stenka,vessels,Variant19,Soviet,,transparent
wp_pt_stenka,vessels,Variant20,Soviet,,transparent
wp_pt_stenka,vessels,Variant21,Soviet,,transparent
wp_pt_stenka,vessels,Variant22,Soviet,,transparent
wp_pt_stenka,vessels,Variant23,Soviet,,transparent
wp_pt_stenka,vessels,Variant24,Soviet,,transparent
wp_pt_stenka,vessels,Variant25,Soviet,,transparent
wp_pt_stenka,vessels,Variant26,Soviet,,transparent
wp_pt_stenka,vessels,Variant27,Soviet,,transparent
wp_pt_stenka,vessels,Variant28,Soviet,,transparent
wp_pt_stenka,vessels,Variant29,Soviet,,transparent
wp_pt_stenka,vessels,Variant30,Soviet,,transparent
wp_pt_stenka,vessels,Variant31,Soviet,,transparent
wp_pt_stenka,vessels,Variant32,Soviet,,transparent
wp_pt_stenka,vessels,Variant33,Soviet,,transparent
wp_pt_stenka,vessels,Variant34,Soviet,,transparent
wp_pt_stenka,vessels,Variant35,Soviet,,transparent
wp_pt_stenka,vessels,Variant36,Soviet,,transparent
wp_pt_stenka,vessels,Variant37,Soviet,,transparent
wp_pt_stenka,vessels,Variant38,Soviet,,transparent
wp_pt_stenka,vessels,Variant39,Soviet,,transparent
wp_pt_stenka,vessels,Variant40,Soviet,,transparent
wp_pt_turya,vessels,Default,Soviet,1972,transparent
wp_pt_turya,vessels,Variant1,Soviet,,transparent
wp_pt_turya,vessels,Variant2,Soviet,,transparent
wp_pt_turya,vessels,Variant3,Soviet,,transparent
wp_pt_turya,vessels,Variant4,Soviet,,transparent
wp_pt_turya,vessels,Variant5,Soviet,,transparent
wp_pt_turya,vessels,Variant6,Soviet,,transparent
wp_pt_turya,vessels,Variant7,Soviet,,transparent
wp_pt_turya,vessels,Variant8,Soviet,,transparent
wp_pt_turya,vessels,Variant9,Soviet,,transparent
wp_pt_turya,vessels,Variant10,Soviet,,transparent
wp_pt_turya,vessels,Variant11,Soviet,,transparent
wp_pt_turya,vessels,Variant12,Soviet,,transparent
wp_pt_turya,vessels,Variant13,Soviet,,transparent
wp_pt_turya,vessels,Variant14,Soviet,,transparent
wp_pt_turya,vessels,Variant15,Soviet,,transparent
wp_pt_turya,vessels,Variant16,Soviet,,transparent
wp_pt_turya,vessels,Variant17,Soviet,,transparent
wp_pt_turya,vessels,Variant18,Soviet,,transparent
wp_pt_turya,vessels,Variant19,Soviet,,transparent
wp_pt_turya,vessels,Variant20,Soviet,,transparent
wp_pt_turya,vessels,Variant21,Soviet,,transparent
wp_pt_turya,vessels,Variant22,Soviet,,transparent
wp_pt_turya,vessels,Variant23,Soviet,,transparent
wp_pt_turya,vessels,Variant24,Soviet,,transparent
wp_pt_turya,vessels,Variant25,Soviet,,transparent
wp_pt_turya,vessels,Variant26,Soviet,,transparent
wp_pt_turya,vessels,Variant27,Cuba,,transparent
wp_pt_turya,vessels,Variant28,Vietnam,,transparent
wp_pt_wisla,vessels,Default,Poland,1965|1986,transparent
wp_pt_wisla,vessels,Variant1,Poland,,transparent
wp_pt_wisla,vessels,Variant2,Poland,,transparent
wp_pt_wisla,vessels,Variant3,Poland,,transparent
wp_pt_wisla,vessels,Variant4,Poland,,transparent
wp_pt_wisla,vessels,Variant5,Poland,,transparent
wp_pt_wisla,vessels,Variant6,Poland,,transparent
wp_pt_wisla,vessels,Variant7,Poland,,transparent
wp_pt_wisla,vessels,Variant8,Poland,,transparent
wp_ptg_komar,vessels,Default,Soviet,1952,transparent
wp_ptg_komar,vessels,Variant1,Soviet,,transparent
wp_ptg_komar,vessels,Variant2,Soviet,,transparent
wp_ptg_komar,vessels,Variant3,Soviet,,transparent
wp_ptg_komar,vessels,Variant4,Soviet,,transparent
wp_ptg_komar,vessels,Variant5,Soviet,,transparent
wp_ptg_komar,vessels,Variant6,Soviet,,transparent
wp_ptg_komar,vessels,Variant7,Soviet,,transparent
wp_ptg_komar,vessels,Variant8,Soviet,,transparent
wp_ptg_komar,vessels,Variant9,Soviet,,transparent
wp_ptg_osa1,vessels,Default,Soviet,1960,transparent
wp_ptg_osa1,vessels,Variant1,Soviet,,transparent
wp_ptg_osa1,vessels,Variant2,Soviet,,transparent
wp_ptg_osa1,vessels,Variant3,Soviet,,transparent
wp_ptg_osa1,vessels,Variant4,Soviet,,transparent
wp_ptg_osa1,vessels,Variant5,Soviet,,transparent
wp_ptg_osa1,vessels,Variant6,Soviet,,transparent
wp_ptg_osa1,vessels,Variant7,Soviet,,transparent
wp_ptg_osa1,vessels,Variant8,Soviet,,transparent
wp_ptg_osa1,vessels,Variant9,Soviet,,transparent
wp_ptg_osa1,vessels,Variant10,Soviet,,transparent
wp_ptg_osa1,vessels,Variant11,Soviet,,transparent
wp_ptg_osa1,vessels,Variant12,Soviet,,transparent
wp_ptg_osa1,vessels,Variant13,Soviet,,transparent
wp_ptg_osa1,vessels,Variant14,Soviet,,transparent
wp_ptg_osa1,vessels,Variant15,Soviet,,transparent
wp_ptg_osa1,vessels,Variant16,Soviet,,transparent
wp_ptg_osa1,vessels,Variant17,Soviet,,transparent
wp_ptg_osa1,vessels,Variant18,Soviet,,transparent
wp_ptg_osa1,vessels,Variant19,Soviet,,transparent
wp_ptg_osa1,vessels,Variant20,Soviet,,transparent
wp_ptg_osa1,vessels,Variant21,Soviet,,transparent
wp_ptg_osa1,vessels,Variant22,Soviet,,transparent
wp_ptg_osa1,vessels,Variant23,Soviet,,transparent
wp_ptg_osa1,vessels,Variant24,Soviet,,transparent
wp_ptg_osa1,vessels,Variant25,Soviet,,transparent
wp_ptg_osa1,vessels,Variant26,Soviet,,transparent
wp_ptg_osa1,vessels,Variant27,Soviet,,transparent
wp_ptg_osa1,vessels,Variant28,Soviet,,transparent
wp_ptg_osa1,vessels,Variant29,Soviet,,transparent
wp_ptg_osa1,vessels,Variant30,Soviet,,transparent
wp_ptg_osa1,vessels,Variant31,Soviet,,transparent
wp_ptg_osa1,vessels,Variant32,Soviet,,transparent
wp_ptg_osa1,vessels,Variant33,Soviet,,transparent
wp_ptg_osa1,vessels,Variant34,Soviet,,transparent
wp_ptg_osa1,vessels,Variant35,Soviet,,transparent
wp_ptg_osa1,vessels,Variant36,Soviet,,transparent
wp_ptg_osa1,vessels,Variant37,Soviet,,transparent
wp_ptg_osa1,vessels,Variant38,Soviet,,transparent
wp_ptg_osa1,vessels,Variant39,Soviet,,transparent
wp_ptg_osa1,vessels,Variant40,Soviet,,transparent
wp_ptg_osa1,vessels,Variant41,Soviet,,transparent
wp_ptg_osa1,vessels,Variant42,Soviet,,transparent
wp_ptg_osa1,vessels,Variant43,Soviet,,transparent
wp_ptg_osa1,vessels,Variant44,Soviet,,transparent
wp_ptg_osa1,vessels,Variant45,Soviet,,transparent
wp_ptg_osa1,vessels,Variant46,Soviet,,transparent
wp_ptg_osa1,vessels,Variant47,Soviet,,transparent
wp_ptg_osa1,vessels,Variant48,Soviet,,transparent
wp_ptg_osa1,vessels,Variant49,Soviet,,transparent
wp_ptg_osa1,vessels,Variant50,Soviet,,transparent
wp_ptg_osa1,vessels,Variant51,Soviet,,transparent
wp_ptg_osa1,vessels,Variant52,Soviet,,transparent
wp_ptg_osa1,vessels,Variant53,Soviet,,transparent
wp_ptg_osa1,vessels,Variant54,Soviet,,transparent
wp_ptg_osa1,vessels,Variant55,Soviet,,transparent
wp_ptg_osa1,vessels,Variant56,Soviet,,transparent
wp_ptg_osa1,vessels,Variant57,Soviet,,transparent
wp_ptg_osa1,vessels,Variant58,Soviet,,transparent
wp_ptg_osa1,vessels,Variant59,Soviet,,transparent
wp_ptg_osa1,vessels,Variant60,Soviet,,transparent
wp_ptg_osa1,vessels,Variant61,Soviet,,transparent
wp_ptg_osa1,vessels,Variant62,Soviet,,transparent
wp_ptg_osa1,vessels,Variant63,Soviet,,transparent
wp_ptg_osa1,vessels,Variant64,Soviet,,transparent
wp_ptg_osa1,vessels,Variant65,Soviet,,transparent
wp_ptg_osa1,vessels,Variant66,Soviet,,transparent
wp_ptg_osa1,vessels,Variant67,Soviet,,transparent
wp_ptg_osa1,vessels,Variant68,Soviet,,transparent
wp_ptg_osa1,vessels,Variant69,Soviet,,transparent
wp_ptg_osa1,vessels,Variant70,Soviet,,transparent
wp_ptg_osa1,vessels,Variant71,Soviet,,transparent
wp_ptg_osa1,vessels,Variant72,Soviet,,transparent
wp_ptg_osa1,vessels,Variant73,Soviet,,transparent
wp_ptg_osa1,vessels,Variant74,Soviet,,transparent
wp_ptg_osa1,vessels,Variant75,Soviet,,transparent
wp_ptg_osa1,vessels,Variant76,Soviet,,transparent
wp_ptg_osa1,vessels,Variant77,Soviet,,transparent
wp_ptg_osa1,vessels,Variant78,Soviet,,transparent
wp_ptg_osa1,vessels,Variant79,Soviet,,transparent
wp_ptg_osa1,vessels,Variant80,Soviet,,transparent
wp_ptg_osa1,vessels,Variant81,Soviet,,transparent
wp_ptg_osa1,vessels,Variant82,Soviet,,transparent
wp_ptg_osa1,vessels,Variant83,Soviet,,transparent
wp_ptg_osa1,vessels,Variant84,Soviet,,transparent
wp_ptg_osa1,vessels,Variant85,Soviet,,transparent
wp_ptg_osa1,vessels,Variant86,Soviet,,transparent
wp_ptg_osa1,vessels,Variant87,Soviet,,transparent
wp_ptg_osa1,vessels,Variant88,Soviet,,transparent
wp_ptg_osa1,vessels,Variant89,Soviet,,transparent
wp_ptg_osa1,vessels,Variant90,Soviet,,transparent
wp_ptg_osa1,vessels,Variant91,Soviet,,transparent
wp_ptg_osa1,vessels,Variant92,India,,transparent
wp_ptg_osa1,vessels,Variant93,India,,transparent
wp_ptg_osa1,vessels,Variant94,India,,transparent
wp_ptg_osa1,vessels,Variant95,India,,transparent
wp_ptg_osa1,vessels,Variant96,India,,transparent
wp_ptg_osa1,vessels,Variant97,India,,transparent
wp_ptg_osa1,vessels,Variant98,India,,transparent
wp_ptg_osa1,vessels,Variant99,India,,transparent
wp_ptg_osa1,vessels,Variant100,Iraq,,transparent
wp_ptg_osa1,vessels,Variant101,Iraq,,transparent
wp_ptg_osa1,vessels,Variant102,Iraq,,transparent
wp_ptg_osa1,vessels,Variant103,Iraq,,transparent
wp_ptg_osa1,vessels,Variant104,Iraq,,transparent
wp_ptg_osa1,vessels,Variant105,Iraq,,transparent
wp_ptg_osa1,vessels,Variant106,Poland,,transparent
wp_ptg_osa1,vessels,Variant107,Poland,,transparent
wp_ptg_osa1,vessels,Variant108,Poland,,transparent
wp_ptg_osa1,vessels,Variant109,Poland,,transparent
wp_ptg_osa1,vessels,Variant110,Poland,,transparent
wp_ptg_osa1,vessels,Variant111,Poland,,transparent
wp_ptg_osa1,vessels,Variant112,Poland,,transparent
wp_ptg_osa1,vessels,Variant113,Poland,,transparent
wp_ptg_osa1,vessels,Variant114,Poland,,transparent
wp_ptg_osa1,vessels,Variant115,Poland,,transparent
wp_ptg_osa1,vessels,Variant116,Poland,,transparent
wp_ptg_osa1,vessels,Variant117,Poland,,transparent
wp_ptg_osa1,vessels,Variant118,Poland,,transparent
wp_ptg_osa1,vessels,Variant119,Poland,,transparent
wp_ptg_osa1,vessels,Variant120,DDR,,transparent
wp_ptg_osa1,vessels,Variant121,DDR,,transparent
wp_ptg_osa1,vessels,Variant122,DDR,,transparent
wp_ptg_osa1,vessels,Variant123,DDR,,transparent
wp_ptg_osa1,vessels,Variant124,DDR,,transparent
wp_ptg_osa1,vessels,Variant125,DDR,,transparent
wp_ptg_osa1,vessels,Variant126,DDR,,transparent
wp_ptg_osa1,vessels,Variant127,DDR,,transparent
wp_ptg_osa1,vessels,Variant128,DDR,,transparent
wp_ptg_osa1,vessels,Variant129,DDR,,transparent
wp_ptg_osa1,vessels,Variant130,DDR,,transparent
wp_ptg_osa1,vessels,Variant131,DDR,,transparent
wp_ptg_osa1,vessels,Variant132,DDR,,transparent
wp_ptg_osa1,vessels,Variant133,DDR,,transparent
wp_ptg_osa1,vessels,Variant134,DDR,,transparent
wp_ptg_osa1,vessels,Variant135,Egypt,,transparent
wp_ptg_osa1,vessels,Variant136,Egypt,,transparent
wp_ptg_osa1,vessels,Variant137,Egypt,,transparent
wp_ptg_osa1,vessels,Variant138,Egypt,,transparent
wp_ptg_osa1,vessels,Variant139,Egypt,,transparent
wp_ptg_osa1,vessels,Variant140,Egypt,,transparent
wp_ptg_osa1,vessels,Variant141,Egypt,,transparent
wp_ptg_osa1,vessels,Variant142,Egypt,,transparent
wp_ptg_osa1,vessels,Variant143,Syria,,transparent
wp_ptg_osa1,vessels,Variant144,Syria,,transparent
wp_ptg_osa2,vessels,Default,Soviet,1965,transparent
wp_ptg_osa2,vessels,Variant1,Soviet,,transparent
wp_ptg_osa2,vessels,Variant2,Soviet,,transparent
wp_ptg_osa2,vessels,Variant3,Soviet,,transparent
wp_ptg_osa2,vessels,Variant4,Soviet,,transparent
wp_ptg_osa2,vessels,Variant5,Soviet,,transparent
wp_ptg_osa2,vessels,Variant6,Soviet,,transparent
wp_ptg_osa2,vessels,Variant7,Soviet,,transparent
wp_ptg_osa2,vessels,Variant8,Soviet,,transparent
wp_ptg_osa2,vessels,Variant9,Soviet,,transparent
wp_ptg_osa2,vessels,Variant10,Soviet,,transparent
wp_ptg_osa2,vessels,Variant11,Soviet,,transparent
wp_ptg_osa2,vessels,Variant12,Soviet,,transparent
wp_ptg_osa2,vessels,Variant13,Soviet,,transparent
wp_ptg_osa2,vessels,Variant14,Soviet,,transparent
wp_ptg_osa2,vessels,Variant15,Soviet,,transparent
wp_ptg_osa2,vessels,Variant16,Soviet,,transparent
wp_ptg_osa2,vessels,Variant17,Soviet,,transparent
wp_ptg_osa2,vessels,Variant18,Soviet,,transparent
wp_ptg_osa2,vessels,Variant19,Soviet,,transparent
wp_ptg_osa2,vessels,Variant20,Soviet,,transparent
wp_ptg_osa2,vessels,Variant21,Soviet,,transparent
wp_ptg_osa2,vessels,Variant22,Soviet,,transparent
wp_ptg_osa2,vessels,Variant23,Soviet,,transparent
wp_ptg_osa2,vessels,Variant24,Soviet,,transparent
wp_ptg_osa2,vessels,Variant25,Iraq,,transparent
wp_ptg_osa2,vessels,Variant26,Iraq,,transparent
wp_ptg_osa2,vessels,Variant27,Iraq,,transparent
wp_ptg_osa2,vessels,Variant28,Iraq,,transparent
wp_ptg_osa2,vessels,Variant29,Iraq,,transparent
wp_ptg_osa2,vessels,Variant30,Iraq,,transparent
wp_ptg_osa2,vessels,Variant31,Iraq,,transparent
wp_ptg_osa2,vessels,Variant32,Libya,,transparent
wp_ptg_osa2,vessels,Variant33,Libya,,transparent
wp_ptg_osa2,vessels,Variant34,Libya,,transparent
wp_ptg_osa2,vessels,Variant35,Libya,,transparent
wp_ptg_osa2,vessels,Variant36,Libya,,transparent
wp_ptg_osa2,vessels,Variant37,Libya,,transparent
wp_ptg_osa2,vessels,Variant38,Libya,,transparent
wp_ptg_osa2,vessels,Variant39,Libya,,transparent
wp_ptg_osa2,vessels,Variant40,Libya,,transparent
wp_ptg_osa2,vessels,Variant41,Libya,,transparent
wp_ptg_osa2,vessels,Variant42,Libya,,transparent
wp_ptg_osa2,vessels,Variant43,Algeria,,transparent
wp_ptg_osa2,vessels,Variant44,Vietnam,1979,transparent
wp_ptg_osa2,vessels,Variant45,Vietnam,1979,transparent
wp_ptg_osa2,vessels,Variant46,Vietnam,1980,transparent
wp_ptg_osa2,vessels,Variant47,Vietnam,1980,transparent
wp_ptg_osa2,vessels,Variant48,Vietnam,1980,transparent
wp_ptg_osa2,vessels,Variant49,Vietnam,1980,transparent
wp_ptg_osa2,vessels,Variant50,Vietnam,1981,transparent
wp_ptg_osa2,vessels,Variant51,Vietnam,1981,transparent
wp_ptg_tarantul,vessels,Default,Soviet,1979,transparent
wp_ptg_tarantul,vessels,Variant1,Soviet,,transparent
wp_ptg_tarantul,vessels,Variant2,Soviet,,transparent
wp_ptg_tarantul,vessels,Variant3,Soviet,,transparent
wp_ptg_tarantul,vessels,Variant4,Soviet,,transparent
wp_ptg_tarantul,vessels,Variant5,Soviet,,transparent
wp_ptg_tarantul,vessels,Variant6,Soviet,,transparent
wp_ptg_tarantul,vessels,Variant7,Soviet,,transparent
wp_ptg_tarantul,vessels,Variant8,Soviet,,transparent
wp_ptg_tarantul,vessels,Variant9,Soviet,,transparent
wp_ptg_tarantul,vessels,Variant10,Soviet,,transparent
wp_ptg_tarantul,vessels,Variant11,Soviet,,transparent
wp_ptg_tarantul,vessels,Variant12,Soviet,,transparent
wp_ptg_tarantul,vessels,Variant13,Soviet,,transparent
wp_ptg_tarantul_re,vessels,Default,Soviet,1977,transparent
wp_ptg_tarantul_re,vessels,Variant1,Soviet,,transparent
wp_ptg_tarantul_re,vessels,Variant2,Soviet,,transparent
wp_ptg_tarantul_re,vessels,Variant3,Soviet,,transparent
wp_ptg_tarantul_re,vessels,Variant4,Soviet,,transparent
wp_ptg_tarantul_re,vessels,Variant5,Soviet,,transparent
wp_ptg_tarantul_re,vessels,Variant6,Soviet,,transparent
wp_ptg_tarantul_re,vessels,Variant7,Soviet,,transparent
wp_ptg_tarantul_re,vessels,Variant8,Soviet,,transparent
wp_ptg_tarantul_re,vessels,Variant9,Soviet,,transparent
wp_ptg_tarantul_re,vessels,Variant10,Vietnam,,transparent
wp_ptg_tarantul_re,vessels,Variant11,Vietnam,,transparent
wp_ptg_tarantul_re,vessels,Variant12,Vietnam,,transparent
wp_ptg_tarantul_re,vessels,Variant13,Vietnam,,transparent
wp_rkr_kirov,vessels,Default,Soviet,1980|1990,transparent
wp_rkr_kirov,vessels,Variant1,Soviet,1980|1990,wp_cgn_181
wp_rkr_kresta1,vessels,Default,Soviet,1967|1994,transparent
wp_rkr_kresta1,vessels,Variant1,Soviet,1967|1994,wp_cg_060
wp_rkr_kresta1,vessels,Variant2,Soviet,1969|1991,wp_cg_097
wp_rkr_kresta1,vessels,Variant3,Soviet,1968|1990,wp_cg_072
wp_rkr_kresta1,vessels,Variant4,Soviet,1969|1989,wp_cg_048
wp_rkr_kynda,vessels,Default,Soviet,1962|1991,transparent
wp_rkr_kynda,vessels,Variant1,Soviet,1962|1991,wp_cg_121
